accession,comment,created,strain,organism,mol_type,isolation_source,db_xref,country,collection_date,collected_by,gi,length,other_seqids,updated,date,region,host,division,note,serotype,G,P
MH785317,Sequencing Technology :: Sanger dideoxy sequencing,21-SEP-2019,MH785317,Rotavirus A,genomic RNA,porcine stool,taxon:28875,Brazil,2008,,1490427970,789,"{'gb': ['MH785317.1'], 'gi': ['1490427970']}",21-SEP-2019,2019-09-21,South America,Sus scrofa,Para,genotype: G3-P13-I5-R1-C1-M2-A8-N1-T7-E1-H1,G3-P13-I5-R1-C1-M2-A8-N1-T7-E1-H1,G3,P13
MH785318,Sequencing Technology :: Sanger dideoxy sequencing,21-SEP-2019,MH785318,Rotavirus A,genomic RNA,porcine stool,taxon:28875,Brazil,2008,,1490427972,789,"{'gb': ['MH785318.1'], 'gi': ['1490427972']}",21-SEP-2019,2019-09-21,South America,Sus scrofa,Para,genotype: G3-P13-I5-R1-C1-M1-A8-N1-T7-E1-H1,G3-P13-I5-R1-C1-M1-A8-N1-T7-E1-H1,G3,P13
MH785319,Sequencing Technology :: Sanger dideoxy sequencing,21-SEP-2019,MH785319,Rotavirus A,genomic RNA,porcine stool,taxon:28875,Brazil,2008,,1490427974,789,"{'gb': ['MH785319.1'], 'gi': ['1490427974']}",21-SEP-2019,2019-09-21,South America,Sus scrofa,Para,genotype: G3-P23-I5-R1-C1-M1-A8-N1-T1-E1-H1,G3-P23-I5-R1-C1-M1-A8-N1-T1-E1-H1,G3,P23
MH785320,Sequencing Technology :: Sanger dideoxy sequencing,21-SEP-2019,MH785320,Rotavirus A,genomic RNA,porcine stool,taxon:28875,Brazil,2008,,1490427976,789,"{'gb': ['MH785320.1'], 'gi': ['1490427976']}",21-SEP-2019,2019-09-21,South America,Sus scrofa,Para,genotype: G5-P13-I5-R1-C1-M1-A8-N1-T7-E1-H1,G5-P13-I5-R1-C1-M1-A8-N1-T7-E1-H1,G5,P13
KM609897,Sequencing Technology :: Sanger dideoxy sequencing,27-JAN-2015,KM609897,Bovine rotavirus A,genomic RNA,,taxon:35333,Iran,26-Jul-2010,,749415371,786,"{'gb': ['KM609897.1'], 'gi': ['749415371']}",06-OCT-2016,2016-10-06,Asia,bovine,,genotype: G6,G6,G6,None
DQ299879,,01-MAY-2006,DQ299879,Human rotavirus A,genomic RNA,,taxon:10941,Brazil,,,83596344,784,"{'gb': ['DQ299879.1'], 'gi': ['83596344']}",26-JUL-2016,2016-07-26,South America,,,genotype: G1,G1,G1,None
KU931540,Sequencing Technology :: Sanger dideoxy sequencing,26-DEC-2016,KU931540,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Bangladesh,17-Nov-2015,Shama Ranjan Barua,1123473252,782,"{'gb': ['KU931540.1'], 'gi': ['1123473252']}",26-DEC-2016,2016-12-26,Asia,cattle,,genotype: G6P[11],G6P[11],G6,P11
EF199508,,12-AUG-2007,EF199508,Bovine rotavirus A,genomic RNA,,taxon:35333,India,,,145977265,780,"{'gb': ['EF199508.1'], 'gi': ['145977265']}",23-JUL-2016,2016-07-23,Asia,,,G6P[11] strain related to a PA169-like G6 lineage,"G6P[11], G6",G6,P11
KU931541,Sequencing Technology :: Sanger dideoxy sequencing,26-DEC-2016,KU931541,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Bangladesh,12-Nov-2015,Shama Ranjan Barua,1123473255,779,"{'gb': ['KU931541.1'], 'gi': ['1123473255']}",26-DEC-2016,2016-12-26,Asia,cattle,,genotype: G6P[11],G6P[11],G6,P11
KX363281,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX363281,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,15-Feb-2012,,1040789361,778,"{'gb': ['KX363281.1'], 'gi': ['1040789361']}",02-JUL-2016,2016-07-02,Asia,Sus scrofa domesticus,,genotype: G4,G4,G4,None
EF200557,,01-JAN-2009,EF200557,Bovine rotavirus A,genomic RNA,,taxon:35333,India,,,145977419,777,"{'gb': ['EF200557.1'], 'gi': ['145977419']}",23-JUL-2016,2016-07-23,Asia,,,G8P[11] strain,G8P[11],G8,P11
KC254773,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254773,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479258,777,"{'gb': ['KC254773.1'], 'gi': ['460479258']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
DQ683511,,24-JUL-2006,DQ683511,Porcine rotavirus A,genomic RNA,,taxon:10967,Thailand,,,110559344,776,"{'gb': ['DQ683511.1'], 'gi': ['110559344']}",14-JUL-2016,2016-07-14,Asia,,,genotype: G4,G4,G4,None
DQ683523,,24-JUL-2006,DQ683523,Porcine rotavirus A,genomic RNA,,taxon:10967,Thailand,,,110559368,773,"{'gb': ['DQ683523.1'], 'gi': ['110559368']}",14-JUL-2016,2016-07-14,Asia,,,genotype: G5,G5,G5,None
DQ683524,,24-JUL-2006,DQ683524,Porcine rotavirus A,genomic RNA,,taxon:10967,Thailand,,,110559370,773,"{'gb': ['DQ683524.1'], 'gi': ['110559370']}",14-JUL-2016,2016-07-14,Asia,,,genotype: G4,G4,G4,None
AB625621,,10-JAN-2013,AB625621,Bovine rotavirus,genomic RNA,faecal specimen of male calf,taxon:10927,India,04-Oct-2009,"Nataraju,S.M.",441415056,772,"{'dbj': ['AB625621.1'], 'gi': ['441415056']}",10-JAN-2013,2013-01-10,Asia,Bos taurus,Kolkata,genotype: G6,G6,G6,None
KC254791,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254791,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2011,,460479294,771,"{'gb': ['KC254791.1'], 'gi': ['460479294']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
EF199486,,12-AUG-2007,EF199486,Bovine rotavirus A,genomic RNA,,taxon:35333,India,,,145977249,768,"{'gb': ['EF199486.1'], 'gi': ['145977249']}",23-JUL-2016,2016-07-23,Asia,,,G6P[11] strain related to a MC27-like G6 lineage,"G6P[11], G6",G6,P11
MH140437,Sequencing Technology :: Sanger dideoxy sequencing,19-JAN-2019,MH140437,Rotavirus A,genomic RNA,feces,taxon:28875,Bangladesh,25-Jan-2017,,1554611723,768,"{'gb': ['MH140437.1'], 'gi': ['1554611723']}",19-JAN-2019,2019-01-19,Asia,cow,,genotype: G6P[11],G6P[11],G6,P11
KX686555,Sequencing Technology :: Sanger dideoxy sequencing,30-OCT-2016,KX686555,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Bangladesh,17-Jun-2015,Shama Ranjan Barua,1091398848,765,"{'gb': ['KX686555.1'], 'gi': ['1091398848']}",30-OCT-2016,2016-10-30,Asia,cow calf; sex: male; breed: Holstein Friesian Cross,,genotype: G6p[11],G6p[11],G6,None
MN166825,Sequencing Technology :: Sanger dideoxy sequencing,25-DEC-2019,MN166825,Rotavirus A,genomic RNA,fecal sample,taxon:28875,Czech Republic,Feb-2017,,1786707998,764,"{'gb': ['MN166825.1'], 'gi': ['1786707998']}",25-DEC-2019,2019-12-25,Europe,Homo sapiens,,,,,
MT007826,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007826,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675376,762,"{'gb': ['MT007826.1'], 'gi': ['1859675376']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MT007827,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007827,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675378,762,"{'gb': ['MT007827.1'], 'gi': ['1859675378']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MT007828,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007828,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675380,762,"{'gb': ['MT007828.1'], 'gi': ['1859675380']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MT007829,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007829,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675382,762,"{'gb': ['MT007829.1'], 'gi': ['1859675382']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MT007830,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007830,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675384,762,"{'gb': ['MT007830.1'], 'gi': ['1859675384']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MT007831,Sequencing Technology :: Sanger dideoxy sequencing,24-JUN-2020,MT007831,Rotavirus A,genomic RNA,fecal sample,taxon:28875,India,2019,,1859675386,762,"{'gb': ['MT007831.1'], 'gi': ['1859675386']}",24-JUN-2020,2020-06-24,Asia,bovine,,genotype: G6,G6,G6,None
MN583316,Sequencing Technology :: Sanger dideoxy sequencing,05-APR-2020,MN583316,Rotavirus A,genomic RNA,stool from young goat with diarrhea,taxon:28875,Morocco,2012,,1826712236,758,"{'gb': ['MN583316.1'], 'gi': ['1826712236']}",05-APR-2020,2020-04-05,Africa,goat,,,,,
KX911608,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911608,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619186,755,"{'gb': ['KX911608.1'], 'gi': ['1253619186']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911609,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911609,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619188,755,"{'gb': ['KX911609.1'], 'gi': ['1253619188']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911610,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911610,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619190,755,"{'gb': ['KX911610.1'], 'gi': ['1253619190']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911611,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911611,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619192,755,"{'gb': ['KX911611.1'], 'gi': ['1253619192']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911612,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911612,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619194,755,"{'gb': ['KX911612.1'], 'gi': ['1253619194']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911613,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911613,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619196,755,"{'gb': ['KX911613.1'], 'gi': ['1253619196']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911614,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911614,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619198,755,"{'gb': ['KX911614.1'], 'gi': ['1253619198']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911615,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911615,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619200,755,"{'gb': ['KX911615.1'], 'gi': ['1253619200']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911616,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911616,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619202,755,"{'gb': ['KX911616.1'], 'gi': ['1253619202']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911617,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911617,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619204,755,"{'gb': ['KX911617.1'], 'gi': ['1253619204']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911618,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911618,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619206,755,"{'gb': ['KX911618.1'], 'gi': ['1253619206']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911619,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911619,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619208,755,"{'gb': ['KX911619.1'], 'gi': ['1253619208']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911620,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911620,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619210,755,"{'gb': ['KX911620.1'], 'gi': ['1253619210']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911621,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911621,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619212,755,"{'gb': ['KX911621.1'], 'gi': ['1253619212']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911622,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911622,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619214,755,"{'gb': ['KX911622.1'], 'gi': ['1253619214']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G3,G3,G3,None
KX911623,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911623,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619216,755,"{'gb': ['KX911623.1'], 'gi': ['1253619216']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911624,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911624,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619218,755,"{'gb': ['KX911624.1'], 'gi': ['1253619218']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911625,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911625,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619220,755,"{'gb': ['KX911625.1'], 'gi': ['1253619220']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911626,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911626,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619222,755,"{'gb': ['KX911626.1'], 'gi': ['1253619222']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911627,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911627,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2013,,1253619224,755,"{'gb': ['KX911627.1'], 'gi': ['1253619224']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911628,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911628,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619226,755,"{'gb': ['KX911628.1'], 'gi': ['1253619226']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911629,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911629,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619228,755,"{'gb': ['KX911629.1'], 'gi': ['1253619228']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911630,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911630,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619230,755,"{'gb': ['KX911630.1'], 'gi': ['1253619230']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911631,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911631,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2013,,1253619232,755,"{'gb': ['KX911631.1'], 'gi': ['1253619232']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911632,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911632,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619234,755,"{'gb': ['KX911632.1'], 'gi': ['1253619234']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G4,G4,G4,None
KX911633,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911633,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619236,755,"{'gb': ['KX911633.1'], 'gi': ['1253619236']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G5,G5,G5,None
KX911634,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911634,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619238,755,"{'gb': ['KX911634.1'], 'gi': ['1253619238']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G5,G5,G5,None
KX911635,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911635,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619240,755,"{'gb': ['KX911635.1'], 'gi': ['1253619240']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911636,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911636,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619242,755,"{'gb': ['KX911636.1'], 'gi': ['1253619242']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911637,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911637,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619244,755,"{'gb': ['KX911637.1'], 'gi': ['1253619244']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911638,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911638,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619246,755,"{'gb': ['KX911638.1'], 'gi': ['1253619246']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911639,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911639,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619248,755,"{'gb': ['KX911639.1'], 'gi': ['1253619248']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911640,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911640,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2012,,1253619250,755,"{'gb': ['KX911640.1'], 'gi': ['1253619250']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911641,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911641,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619252,755,"{'gb': ['KX911641.1'], 'gi': ['1253619252']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911642,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911642,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619254,755,"{'gb': ['KX911642.1'], 'gi': ['1253619254']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911643,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911643,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619256,755,"{'gb': ['KX911643.1'], 'gi': ['1253619256']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911644,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911644,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2014,,1253619258,755,"{'gb': ['KX911644.1'], 'gi': ['1253619258']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911645,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911645,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2011,,1253619260,755,"{'gb': ['KX911645.1'], 'gi': ['1253619260']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911646,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911646,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619262,755,"{'gb': ['KX911646.1'], 'gi': ['1253619262']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911647,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911647,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619264,755,"{'gb': ['KX911647.1'], 'gi': ['1253619264']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911648,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911648,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619266,755,"{'gb': ['KX911648.1'], 'gi': ['1253619266']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911649,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911649,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619268,755,"{'gb': ['KX911649.1'], 'gi': ['1253619268']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911650,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911650,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619270,755,"{'gb': ['KX911650.1'], 'gi': ['1253619270']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911651,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911651,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619272,755,"{'gb': ['KX911651.1'], 'gi': ['1253619272']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911652,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911652,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619274,755,"{'gb': ['KX911652.1'], 'gi': ['1253619274']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911653,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911653,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619276,755,"{'gb': ['KX911653.1'], 'gi': ['1253619276']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911654,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911654,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619278,755,"{'gb': ['KX911654.1'], 'gi': ['1253619278']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911655,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911655,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619280,755,"{'gb': ['KX911655.1'], 'gi': ['1253619280']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911656,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911656,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619282,755,"{'gb': ['KX911656.1'], 'gi': ['1253619282']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911657,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911657,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619284,755,"{'gb': ['KX911657.1'], 'gi': ['1253619284']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911658,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911658,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2015,,1253619286,755,"{'gb': ['KX911658.1'], 'gi': ['1253619286']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911659,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911659,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619288,755,"{'gb': ['KX911659.1'], 'gi': ['1253619288']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911660,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911660,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619290,755,"{'gb': ['KX911660.1'], 'gi': ['1253619290']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911661,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911661,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619292,755,"{'gb': ['KX911661.1'], 'gi': ['1253619292']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911662,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911662,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619294,755,"{'gb': ['KX911662.1'], 'gi': ['1253619294']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911663,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911663,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619296,755,"{'gb': ['KX911663.1'], 'gi': ['1253619296']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
KX911664,Sequencing Technology :: Sanger dideoxy sequencing,30-SEP-2018,KX911664,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Thailand,2016,,1253619298,755,"{'gb': ['KX911664.1'], 'gi': ['1253619298']}",30-SEP-2018,2018-09-30,Asia,pig,,genotype: G9,G9,G9,None
